id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
2562,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Assessment of situation of children and women, health and water and sanitation; distribution of kitchen utensils, shovels, pick axes, vaccination and pediatric medical supplies, psycho-social rehabilitation*",,,2001-04-23T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,67,El Salvador,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,United Nations Children's Fund; United Nations Children's Fund,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2563,197586,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Local purchase/transport of rice, beans, water tanks/jugs, rolls of plastic sheeting and hygiene kits, USAID/DART administrative and support costs",,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"United States of America, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2564,31133,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - DKK 250,000",,,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Denmark, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2565,124533,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - DKK 1,000,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,8506,CARITAS / Catholic Relief Services,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Denmark, Government of; CARITAS / Catholic Relief Services",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
257,127680,2001,,financial,2001-04-03T00:00:00Z,2001-01-26T00:00:00Z,2001-01-26T00:00:00Z,"Procurement and distribution of complementary food, winterclothes, hygienic items, firewood, stoves and winterization of 50 houses",,,2001-01-29T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,137218,EUR,Traditional aid,,commitment,2001-04-03T00:00:00Z,1,incoming,single,YUG 05/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,,,,,,1850,World Vision International,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-01-29T00:00:00.000Z
258,46505,2001,,financial,2001-04-03T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,"Procurement and distribution of fresh food for 2,500 persons",,,2001-01-18T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,49979,EUR,Traditional aid,,commitment,2001-04-03T00:00:00Z,1,incoming,single,YUG 04/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,,,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-01-18T00:00:00.000Z
2580,90393,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - DEM 190,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,3341,Humedica,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Germany, Government of; Humedica",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2581,55555,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - AUD 100,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"International Federation of Red Cross and Red Crescent Societies; Australia, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2582,235664,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash for relief emergency operations; related projects to be implemented by Horizont3000 and North-South Institute -  ATS 2,500,000; additional cash - ATS 1,000,000",,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,15,Austria,single,,,,4546,"Austria, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Austria, Government of; Office for the Coordination of Humanitarian Affairs",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2583,100000,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Cash,,,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,98,Holy See (Vatican City State),single,,,,3806,"Holy See, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary,"Holy See, Government of",Other,2001-04-23T00:00:00.000Z
2584,20000,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Reconstruction of 3 schools (channeled through the government),,,2001-04-23T00:00:00Z,Standard,,TRUE,,USD,Traditional aid,,paid,2011-04-27T12:08:00Z,1,incoming,single,,,,,,,,3805,"Ibero-American States Organization for Education, Science & Culture",single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,67,El Salvador,single,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Ibero-American States Organization for Education, Science & Culture; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2585,19356,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Medicines,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,175,Peru,single,,,,85,"Peru, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Peru, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2586,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,3 white helmet experts*,,,2001-04-23T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,,,,,,5296,United Nations Volunteers Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,67,El Salvador,single,,,,5296,United Nations Volunteers Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,United Nations Volunteers Programme; United Nations Volunteers Programme,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2587,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,10 tons of food and other medical supplies*,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,242,"Venezuela, Bolivarian Republic of",single,,,,101,"Venezuela, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Venezuela, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
259,198139,2001,,financial,2001-04-03T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,"Procurement and distribution of 57,500 hygienic parcels for refugees",,,2001-01-03T00:00:00Z,Standard,Humanitarian aid,TRUE,212940,EUR,Traditional aid,,commitment,2001-04-03T00:00:00Z,1,incoming,single,YUG 03/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-01-03T00:00:00.000Z
26,246496,2001,,financial,2001-02-28T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,"To promote effective, efficient, appropriate and timely response to the complex emergency in the Sudan",,,2001-02-28T00:00:00Z,Standard,Humanitarian aid,TRUE,2500000,SEK,Traditional aid,,paid,2001-04-17T00:00:00Z,1,incoming,single,2000-004923,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,212,Sudan,single,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,46,Sudan 2001,single,,,,NA,393,UN coordination for humanitarian operations in the Sudan (Khartoum and Nairobi),single,,,,SUD-01-1/N30,NA,,,,,,,,Primary; Primary,"Sweden, Government of; Office for the Coordination of Humanitarian Affairs",Other; Other,2001-02-28T00:00:00.000Z; 2001-02-28T00:00:00.000Z
260,98117,2001,,financial,2001-04-03T00:00:00Z,2001-01-02T00:00:00Z,2001-01-02T00:00:00Z,"Procurement and distribution of 8,100 hygienic parcels for babies of refugees",,,2001-01-03T00:00:00Z,Standard,Humanitarian aid,TRUE,105447,EUR,Traditional aid,,commitment,2001-04-03T00:00:00Z,1,incoming,single,YUG 02/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,,,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-01-03T00:00:00.000Z
2604,176470,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Medicines and tents,,,2001-04-23T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,209,Spain,single,,,,5319,"Spain, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,67,El Salvador,single,,,,2056,Salvadorean Red Cross Society,single,Red Cross/Red Crescent Organizations,Red Cross/Red Crescent National Societies,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Spain, Government of; Salvadorean Red Cross Society",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2605,294117,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Charter of 3 aircrafts,,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,209,Spain,single,,,,5319,"Spain, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Spain, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2606,2717647,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Various relief goods and shelter materials,,,2001-04-23T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,209,Spain,single,,,,5319,"Spain, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,67,El Salvador,single,,,,2056,Salvadorean Red Cross Society,single,Red Cross/Red Crescent Organizations,Red Cross/Red Crescent National Societies,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Salvadorean Red Cross Society; Spain, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2607,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Emergency kits for reproductive health, experts in gynaecology, information, education and training*",,,2001-04-23T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,,,,,,,4293,United Nations Population Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,67,El Salvador,single,,,,4293,United Nations Population Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,United Nations Population Fund; United Nations Population Fund,Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2608,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Large tents and water purification plant*,,,2001-04-23T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,67,El Salvador,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Sweden, Government of; United Nations Children's Fund",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2609,57090,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - DEM 120,000 for water supply",,,2001-04-23T00:00:00Z,Standard,Safety and security of staff and operations,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,67,El Salvador,single,,,,8582,Oxfam GB,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Oxfam GB; Germany, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
261,19502,2001,,financial,2001-04-03T00:00:00Z,2001-02-01T00:00:00Z,2001-02-01T00:00:00Z,"Procurement and distribution of firewood for approx. 400 Roma families in Prizren, Kosovo",,,2001-02-02T00:00:00Z,Standard,Humanitarian aid,TRUE,21219,EUR,Traditional aid,,commitment,2001-04-03T00:00:00Z,1,incoming,single,YUG 06/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,,,,,,2920,Arbeiter-Samariter-Bund Deutschland e.V,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2001-02-02T00:00:00.000Z
2610,101811,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - DEM 214,000 for emergency kits and food packages",,,2001-04-23T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,67,El Salvador,single,,,,4695,Adventist Development and Relief Agency,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"Germany, Government of; Adventist Development and Relief Agency",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2611,0,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Aircraft with 2 experts, tents, water tanks, disposable diapers, boxes of food, mattresses and hospital balankets*",,,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,45,Chile,single,,,,4330,"Chile, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,67,El Salvador,single,,,,3796,"El Salvador, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,54,EL SALVADOR - Earthquakes - January/February 2001,single,,,,,Primary; Primary,"NA; Chile, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
