id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
13791,473998,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Primary health care in southern Iraq,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-04-08T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,3431,GOAL,single,NGO,24,2003,single,,,106,Iraq,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13792,486391,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Emergency radio programme,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-04-08T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3250,BBC World Service Trust,single,NGO,24,2003,single,,,106,Iraq,single,,,Uncategorized NGO,,,,,,,,,,,,,,,,,,,,,,,
13793,949546,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Emergency bakeries programme,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-04-08T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,1351,War Child,single,NGO,24,2003,single,,,106,Iraq,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13794,458508,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Assistance to IDPs in the north,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-04-08T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4528,MEDAIR,single,NGO,24,2003,single,,,106,Iraq,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13795,3174600,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Preparedness measures in and around Iraq,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-04-11T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,,,,,,,,,,,,,,,,,
13796,232547,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Common services (HUB Cyprus),,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-12-08T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3477,Common services,single,,IRQ-03/CSS01B,NA,,,
13797,983607,2003,,financial,2003-04-08T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,Staff safety and security,,,2003-04-07T00:00:00Z,Standard,Safety and security of staff and operations,TRUE,,,Traditional aid,,paid,2003-06-13T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4290,United Nations Department of Safety and Security,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3475,Staff safety and security,single,,IRQ-03/S01,NA,,,
13798,4313878,2003,,financial,2003-04-08T00:00:00Z,2003-03-20T00:00:00Z,2003-03-20T00:00:00Z,Refugees/asylum seekers and multi-sector response,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-10-08T00:00:00Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4397,United Nations High Commissioner for Refugees,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3451,"Protection, return and reintegration",single,,IRQ-03/MS01A,NA,,,
13799,883131,2003,,financial,2003-04-09T00:00:00Z,2003-04-01T00:00:00Z,2003-04-01T00:00:00Z,NGO Consortium (USAID/OFDA),,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2003-06-27T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4319,NGOs (details not yet provided),single,NGO,24,2003,single,,,106,Iraq,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13800,4000000,2003,,financial,2003-04-09T00:00:00Z,2003-04-01T00:00:00Z,2003-04-01T00:00:00Z,Emergency and routine immunisation; provision of essential drugs and croos sectoral activities,,,2003-04-07T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-06-14T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3460,Emergency and routine immunization; provision of essential drugs and cross sectoral activities,single,,IRQ-03/H02,NA,,,
13801,800000,2003,,in kind,2003-04-09T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,"In kind - 2,218 MTs sorghum; 16 MTs DSE[PRRO 10122.0]",,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-05-05T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2952,Food aid assistance to refugees (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F02,NA,,,
13802,107383,2003,,financial,2003-04-09T00:00:00Z,2003-03-31T00:00:00Z,2003-03-31T00:00:00Z,Multi-sectoral assistance,,,2003-04-08T00:00:00Z,Standard,Humanitarian aid,TRUE,160000,CAD,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,M011355,40,Canada,single,,,2928,"Canada, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,3294,Right to Play,single,NGO,24,2003,single,,,116,Kenya,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13803,600000,2003,,in kind,2003-04-09T00:00:00Z,2003-04-07T00:00:00Z,2003-04-07T00:00:00Z,"In kind - 1,742 MTs sorghum [PRRO 10122.0]",,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-05-05T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2952,Food aid assistance to refugees (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F02,NA,,,
13804,464222,2003,,financial,2003-04-09T00:00:00Z,2003-06-13T00:00:00Z,2003-06-13T00:00:00Z,"Access to human rights related analysis, enhance national capacities for the protection and promotion of human rights",,,2003-06-13T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-08-05T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,10,Protection,single,,3,Office of the High Commissioner for Human Rights,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3468,Access to human rights related analysis; enhance national capacities for the protection and promotion of human rights,single,,IRQ-03/P/HR/RL01,NA,,,
13805,266937,2003,,in kind,2003-04-09T00:00:00Z,2003-03-07T00:00:00Z,2003-03-07T00:00:00Z,In kind - 300 tones of food assistance to Eritrea due to the drought and possibility of famine,,,2003-04-04T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3192,"Eritrea, Government of",single,Government,24,2003,single,,,69,Eritrea,single,,,National government,,,,,,,,,,,,,,,,,,,,,,,
13806,584,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Consultant mission at WHO's HQ Geneva concerning the epidemics of a typical pneumonia in SEA,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid,TRUE,800,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-02902.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,4398,World Health Organization,single,UN agency,24,2003,single,,,243,Viet Nam,single,,,,,,,,,,,,,,,,,,,,,,,,,,
13807,1283869,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,1758900,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00894.10,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,8506,CARITAS / Catholic Relief Services,single,Other,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13808,211679,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,290000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00897.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,5255,Association Morija,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13809,260730,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,357200,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00891.08,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4695,Adventist Development and Relief Agency,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13810,59197,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,81100,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00892.08,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4794,"Mission 21, Basle",single,NGO,24,2003,single,,,,,,,,Uncategorized NGO,,,,,,,,,,,,,,,,,,,,,,,
13811,45985,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products [through Swiss Evangelist Nile Mission ],,1.370012,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,63000,CHF,Traditional aid,,commitment,2012-04-12T17:59:00Z,1,incoming,single,7F-00898.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,,,,,24,2003,single,,,212,Sudan,single,,,,,,,,,,,,,,,,,,,,,,,,,,
13812,31241,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,42800,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00905.11,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4758,Terre des Hommes International,single,NGO,24,2003,single,,,3,Albania,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13813,32628,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,44700,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00904.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4758,Terre des Hommes International,single,NGO,24,2003,single,,,32,Brazil,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13814,70803,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products. Contribution chanelled through Swiss embassy.,,1.369998,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,97000,CHF,Traditional aid,,commitment,2011-01-31T14:41:00Z,1,incoming,single,7F-01541.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,,,,,24,2003,single,,,212,Sudan,single,,,,,,,,,,,,,,,,,,,,,,,,,,
13815,157664,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,216000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00891.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4695,Adventist Development and Relief Agency,single,NGO,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13816,109489,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Emergency programme,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid,TRUE,150000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00891.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,2904,Médecins Sans Frontières,single,NGO,24,2003,single,,,93,Guinea,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13817,420438,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Personnel SHA,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid,TRUE,576000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-06553.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,24,2003,single,,,69,Eritrea,single,,,National government,,,,,,,,,,,,,,,,,,,,,,,
13818,34307,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,47000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00894.09,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,8506,CARITAS / Catholic Relief Services,single,Other,24,2003,single,,,183,Romania,single,,,,,,,,,,,,,,,,,,,,,,,,,,
13819,342628,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,469400,CHF,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,7F-00896.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3366,Salvation Army,single,Private organization/foundation,24,2003,single,,,,,,,,International organization/foundation/individual,,,,,,,,,,,,,,,,,,,,,,,
13820,305839,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,419000,CHF,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,7F-00905.10,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4758,Terre des Hommes International,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13821,953358,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,1306100,CHF,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,7F-00894.08,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,8506,CARITAS / Catholic Relief Services,single,Other,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13822,514672,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,705100,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00896.08,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3366,Salvation Army,single,Private organization/foundation,24,2003,single,,,,,,,,International organization/foundation/individual,,,,,,,,,,,,,,,,,,,,,,,
13823,80292,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Cholera control Kilombero,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid,TRUE,110000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-01133.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,4918,Solidarmed,single,NGO,24,2003,single,,,221,"Tanzania, United Republic of",single,,,International,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,,,,,,,,,,,,,,,,
13824,228188,2003,,financial,2003-04-09T00:00:00Z,2003-03-31T00:00:00Z,2003-03-31T00:00:00Z,Humanitarian assistance,,,2003-04-08T00:00:00Z,Standard,Humanitarian aid,TRUE,340000,CAD,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,M011353,40,Canada,single,,,2928,"Canada, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,3294,Right to Play,single,NGO,24,2003,single,,,69,Eritrea,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
13825,654964,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,897300,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00904.08,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4758,Terre des Hommes International,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13826,191752,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,262700,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00905.12,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4758,Terre des Hommes International,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13827,136058,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food|Africa 2003,TRUE,186400,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-00902.04,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,5254,SAM - Schweizer Allianz Mission,single,NGO,24,2003,single,,,,,,,,International,,,,,,,,,,,,,,,,,,,,,,,
13828,328467,2003,,financial,2003-04-09T00:00:00Z,2003-04-05T00:00:00Z,2003-04-05T00:00:00Z,Swiss dairy products,,,2003-04-07T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,450000,CHF,Traditional aid,,commitment,2003-04-09T00:00:00Z,1,incoming,single,7F-005198.07,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,4760,SUKS - Schweizerisches Unterstützungskomitee für die Sahraouis,single,NGO,24,2003,single,,,4,Algeria,single,,,International,,,,,,,,,,,,,,,,,,,,,,,
