id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_Emergency.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code
257517,0,,257521|257520|257519|257518,financial,2023-01-17T08:45:25.235Z,2022-06-01T00:00:00Z,2022-06-01T00:00:00Z,"Mozambique/CE
Health, Water, Sanitation and Hygiene, Protection, Nutrition
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Parked,USAID/BHA,TRUE,,,Traditional aid,,paid,2023-01-18T08:00:47.315Z,2,incoming,single,SM210538      720BHA21IO00182,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,Mozambique,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257518,560970,,,financial,2023-01-17T08:45:25.491Z,2023-07-29T00:00:00Z,2022-07-30T00:00:00Z,"Mozambique/CE
Children, boys, and girls displaced by conflict and hosting families have access to essential preventive and curative child health services
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Standard,USAID/BHA,TRUE,,,Traditional aid,257517,commitment,2023-01-18T08:00:47.152Z,2,incoming,single,720BHA21IO00182,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Health,single,,152,Mozambique,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257519,1280784,,,financial,2023-01-17T08:45:25.470Z,2023-07-29T00:00:00Z,2022-07-30T00:00:00Z,"Mozambique/CE
Provision of lifesaving and life-sustaining integrated nutrition emergency response to communities affected by conflict in Northern Mozambique
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Standard,USAID/BHA,TRUE,,,Traditional aid,257517,commitment,2023-01-18T07:56:44.342Z,2,incoming,single,720BHA21IO00182,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Nutrition,single,,152,Mozambique,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257520,1250639,,,financial,2023-01-17T08:45:25.514Z,2023-07-29T00:00:00Z,2022-07-30T00:00:00Z,"Mozambique/CE
Protecting children in conflict
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Standard,USAID/BHA,TRUE,,,Traditional aid,257517,commitment,2023-01-18T07:54:47.124Z,2,incoming,single,720BHA21IO00182,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Protection - Child Protection,single,,152,Mozambique,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257521,2229565,,,financial,2023-01-17T08:45:25.439Z,2023-07-29T00:00:00Z,2022-07-30T00:00:00Z,"Mozambique/CE
Consolidated conflict displacement WASH response for northern provinces of Mozambique
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Standard,USAID/BHA,TRUE,,,Traditional aid,257517,commitment,2023-01-18T07:56:06.606Z,2,incoming,single,720BHA21IO00182,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,152,Mozambique,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257530,3000000,,,financial,2023-01-13T08:50:58.774Z,2023-06-30T00:00:00Z,2022-07-20T00:00:00Z,"Mali: Emergency nutrition assistance
Nutrition
(USAID / BHA)",earmarked,,2022-08-05T00:00:00Z,Standard,USAID/BHA,TRUE,,,Traditional aid,,paid,2023-02-17T14:18:12.601Z,2,incoming,single,SM220517	720BHA22IO00080,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Nutrition,single,,137,Mali,single,,2915,United Nations Children's Fund,single,Multilateral Organizations,44,2023,single,,UN Agencies,International Actors,,,,,,,,,,,,,7082,Nutrition,single,,,,,,,,,1122,Mali Plan de Réponse Humanitaire 2023,single,,,,,,,,,,,,
257713,0,2022,258544|258543,financial,2022-09-07T02:25:18.763Z,2022-08-19T00:00:00Z,2022-08-19T00:00:00Z,Support of the Afghanistan Humanitarian Fund,softly earmarked,0.965,2022-09-06T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2023-02-01T11:10:07.262Z,2,incoming,shared,AA-S08 321.50 AFG 08/22,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Afghanistan,single,,8148,Afghanistan Humanitarian Fund,single,Pooled Funds,44; 43,2023; 2022,shared; shared,NULL; NULL,Country-based UN Pooled Funds,Local and National Non-State Actors,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257715,1589774,2022,,financial,2022-10-29T02:25:34.861Z,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2022/91000)
COVID-19 Assistance",earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,1386283,EUR,Traditional aid,,commitment,2022-12-21T19:16:44.584Z,2,incoming,shared,ECHO/-AF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,Uganda,single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257716,43272222,2022,270701|270700|263058|255799|252665|263064|263088|262692|257910|264304|264693|264692|252018|257909|263274|251901|263065|249001|255800|253404|252953|258505|258556|250277|263057|263055|263054|263053|263052|252017|260234|257138|258222|259205|263004|262999|262693|262994|262694|252954,financial,2022-10-29T02:25:37.680Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/SYR/BUD/2022/91000)",earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,38425734,EUR,Traditional aid,,pledge,2023-02-27T13:08:01.881Z,2,incoming,shared,ECHO/SYR/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257717,9405620,2022,263087|252664|263059|263063|263062|258555|260235,financial,2022-10-29T02:25:37.847Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/SYR/BUD/2022/91000)
(COVID-19 Assistance)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,8352191,EUR,Traditional aid,,commitment,2023-02-28T06:20:57.503Z,2,incoming,shared,ECHO/SYR/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257718,190865,2022,,financial,2022-10-29T02:25:37.508Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/SYR/BUD/2022/91000)",earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,169488,EUR,Traditional aid,,commitment,2022-11-14T21:10:18.920Z,2,incoming,shared,ECHO/SYR/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,Syrian Arab Republic,single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257719,1662717,2022,,financial,2022-10-29T02:25:36.286Z,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AS/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,1476493,EUR,Traditional aid,,commitment,2022-12-14T10:03:33.145Z,2,incoming,shared,ECHO/-AS/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,Tajikistan,single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257720,29106,2022,,financial,2022-10-29T02:25:36.468Z,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AS/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,25846,EUR,Traditional aid,,commitment,2022-11-02T11:38:53.160Z,3,incoming,shared,ECHO/-AS/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,Tajikistan,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257721,617074,2022,,financial,2022-10-29T02:25:35.922Z,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AS/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,547962,EUR,Traditional aid,,commitment,2022-12-14T10:03:58.143Z,2,incoming,shared,ECHO/-AS/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257722,6193695,2022,264838|264736|264960|264958|264956|264955|264948|264947|264647|264933|264648|264932|264739|264925|264924|264921|264919|263257|250481|260206|257066|256777|251672|250778,financial,2022-10-29T02:25:36.110Z,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AS/BUD/2022/91000)",unearmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,5500002,EUR,Traditional aid,,commitment,2023-02-27T09:27:15.587Z,2,incoming,shared,ECHO/-AS/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,Pakistan,single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257723,2083161,2022,,financial,2022-08-20T02:25:26.629Z,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2022/91000)",softly earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,1816516,EUR,Traditional aid,,commitment,2022-10-24T10:08:09.808Z,1,incoming,shared,ECHO/-SF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Eswatini,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257724,9487,2022,,financial,2022-08-20T02:25:26.802Z,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2022/91000)",earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,8273,EUR,Traditional aid,,commitment,2022-10-24T10:08:40.672Z,1,incoming,shared,ECHO/-SF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Eswatini,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257725,1739182,2022,,financial,2022-08-20T02:25:26.967Z,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2022/91000)",softly earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,1516567,EUR,Traditional aid,,commitment,2022-10-24T07:27:38.851Z,1,incoming,shared,ECHO/-SF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,Zambia,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257726,49362,2022,,financial,2022-08-20T02:25:27.155Z,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2022/91000)",earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,43044,EUR,Traditional aid,,commitment,2022-10-24T07:26:58.535Z,1,incoming,shared,ECHO/-SF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,Zambia,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257727,573394,2022,249297,financial,2022-08-20T02:25:27.329Z,2021-11-19T00:00:00Z,2021-11-19T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2022/91000)",softly earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,500000,EUR,Traditional aid,,commitment,2022-10-24T07:23:18.145Z,1,incoming,shared,ECHO/-SF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Zimbabwe,single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257728,30021187,2022,,financial,2022-08-20T02:25:27.798Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/PSE/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,26658814,EUR,Traditional aid,,commitment,2022-10-24T07:13:54.790Z,1,incoming,shared,ECHO/PSE/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,occupied Palestinian territory,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257729,77912,2022,,financial,2022-08-20T02:25:27.990Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/PSE/BUD/2022/91000)",earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,69186,EUR,Traditional aid,,commitment,2022-10-24T07:13:24.726Z,1,incoming,shared,ECHO/PSE/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,occupied Palestinian territory,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257730,3250731,2022,266478|255079,financial,2022-11-01T02:25:24.129Z,2021-12-07T00:00:00Z,2021-12-07T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,2886650,EUR,Traditional aid,,commitment,2022-12-30T07:01:53.527Z,2,incoming,shared,ECHO/-XA/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257731,15034,2022,,financial,2022-11-01T02:25:24.302Z,2021-12-07T00:00:00Z,2021-12-07T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2022/91000)
COVID-19 Assistance",earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,13350,EUR,Traditional aid,,commitment,2022-12-21T19:07:37.246Z,2,incoming,shared,ECHO/-XA/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257732,1269546,2022,,financial,2022-10-29T02:25:41.498Z,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2022/91000)",earmarked,0.872,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,1107044,EUR,Traditional aid,,pledge,2023-02-15T09:29:33.499Z,2,incoming,shared,ECHO/-HF/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Somalia,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257733,17864655,2022,266485|266484|250483,financial,2022-12-17T02:26:12.821Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AM/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,15863814,EUR,Traditional aid,,commitment,2022-12-30T07:19:41.459Z,3,incoming,shared,ECHO/-AM/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257734,69823695,2022,266903|252315|262676|264489|264490|264488|264348|264349|262568|262569|252949|262669|262670|264444,financial,2022-12-17T02:26:13.195Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AM/BUD/2022/91000)",unearmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,62003442,EUR,Traditional aid,,commitment,2023-02-20T12:26:00.262Z,3,incoming,shared,ECHO/-AM/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,"Venezuela, Bolivarian Republic of",single,,,,,,44; 43,2023; 2022,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257735,0,2022,261715|261712|261713|261714|261711|261710|261708|261709|251397|251675|252316|261023|261020|261022|261019|261021|261018|261017|253331,financial,2022-12-17T02:26:13.006Z,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AM/BUD/2022/91000)
COVID-19 Assistance",unearmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2023-02-27T13:26:36.428Z,3,incoming,shared,ECHO/-AM/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257736,5773536,2022,,financial,2022-10-29T02:25:42.046Z,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,"-,Action A: Man made crisis and natural disasters 
COVID-19 ASSISANCE
(ECHO/YEM/BUD/2022/91000)",softly earmarked,0.888,2022-08-19T00:00:00Z,Parked,Multiyear|COVID-19 assistance,TRUE,5126900,EUR,Traditional aid,,commitment,2022-11-14T22:49:06.607Z,2,incoming,shared,ECHO/YEM/BUD/2022/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,Yemen,single,,,,,,43; 44,2022; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257743,0,,257745|257744,financial,2022-08-22T08:38:08.227Z,2022-01-05T00:00:00Z,2022-01-05T00:00:00Z,Provision of site management support to populations affected by the Northern Ethiopian Crisis,earmarked,,2022-08-19T00:00:00Z,Parked,Multiyear|BHA,TRUE,,,Traditional aid,,paid,2022-08-22T08:47:44.491Z,1,incoming,shared,720BHA21IO00102,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Ethiopia,single,,2986,International Organization for Migration,single,Multilateral Organizations,44; 43,2023; 2022,shared; shared,NULL; NULL,UN Agencies,International Actors,NULL; NULL,NULL; NULL,,,,,947,Ethiopia Tigray Complex Emergency,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
